SIGNAL,TIMING,TYPE,CYCLE,OFFSET,PHASES,NOTES
PHASE,BARRIER,RING,POSITION,MIN_GREEN,MAX_GREEN,EXTENSION,YELLOW,ALL_RED
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1244,1,TIMED,60,46,3,NODE 1244
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1248,1,TIMED,60,1,2,NODE 1248
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
1251,1,TIMED,60,13,3,NODE 1251
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1257,1,TIMED,60,14,2,NODE 1257
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
1259,1,TIMED,60,10,3,NODE 1259
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1262,1,TIMED,60,31,2,NODE 1262
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
1269,1,TIMED,60,5,2,NODE 1269
1,1,1,1,19,19,0,3,1
2,1,1,2,33,33,0,3,1
1277,1,TIMED,60,34,3,NODE 1277
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1281,1,TIMED,60,35,2,NODE 1281
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
1289,1,TIMED,60,40,2,NODE 1289
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
1292,1,TIMED,60,5,2,NODE 1292
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
1298,1,TIMED,60,53,3,NODE 1298
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1316,1,TIMED,60,24,2,NODE 1316
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
1317,1,TIMED,60,41,2,NODE 1317
1,1,1,1,42,42,0,3,1
2,1,1,2,10,10,0,3,1
1318,1,TIMED,60,35,2,NODE 1318
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1319,1,TIMED,60,10,2,NODE 1319
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1320,1,TIMED,60,36,2,NODE 1320
1,1,1,1,42,42,0,3,1
2,1,1,2,10,10,0,3,1
1327,1,TIMED,60,17,2,NODE 1327
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
1332,1,TIMED,60,29,2,NODE 1332
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1369,1,TIMED,60,38,3,NODE 1369
1,1,1,1,19,19,0,3,1
2,1,1,2,24,24,0,3,1
3,1,1,3,5,5,0,3,1
1376,1,TIMED,60,22,2,NODE 1376
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
1390,1,TIMED,60,35,3,NODE 1390
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
1394,1,TIMED,60,49,3,NODE 1394
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
1415,1,TIMED,60,9,4,NODE 1415
1,1,1,1,12,12,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,12,12,0,0,0
4,1,1,4,14,14,0,3,1
1417,1,TIMED,60,34,2,NODE 1417
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
1424,1,TIMED,60,35,2,NODE 1424
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1427,1,TIMED,60,12,2,NODE 1427
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1452,1,TIMED,60,57,2,NODE 1452
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
1454,1,TIMED,60,17,2,NODE 1454
1,1,1,1,17,17,0,3,1
2,1,1,2,35,35,0,3,1
1455,1,TIMED,60,0,3,NODE 1455
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1457,1,TIMED,60,5,2,NODE 1457
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
1472,1,TIMED,60,37,2,NODE 1472
1,1,1,1,23,23,0,3,1
2,1,1,2,29,29,0,3,1
1473,1,TIMED,60,7,3,NODE 1473
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,26,26,0,3,1
1474,1,TIMED,60,57,2,NODE 1474
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
1480,1,TIMED,60,40,2,NODE 1480
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
1481,1,TIMED,60,56,3,NODE 1481
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1492,1,TIMED,60,23,3,NODE 1492
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1495,1,TIMED,60,39,2,NODE 1495
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
1508,1,TIMED,60,41,2,NODE 1508
1,1,1,1,19,19,0,3,1
2,1,1,2,33,33,0,3,1
1511,1,TIMED,60,13,3,NODE 1511
1,1,1,1,7,7,0,0,0
2,1,1,2,17,17,0,3,1
3,1,1,3,28,28,0,3,1
1517,1,TIMED,60,10,2,NODE 1517
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
1524,1,TIMED,60,2,3,NODE 1524
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1526,1,TIMED,60,18,3,NODE 1526
1,1,1,1,23,23,0,0,0
2,1,1,2,23,23,0,3,1
3,1,1,3,6,6,0,3,1
1528,1,TIMED,60,42,3,NODE 1528
1,1,1,1,14,14,0,3,1
2,1,1,2,19,19,0,0,0
3,1,1,3,19,19,0,3,1
1530,1,TIMED,60,11,4,NODE 1530
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1531,1,TIMED,60,53,3,NODE 1531
1,1,1,1,14,14,0,3,1
2,1,1,2,19,19,0,0,0
3,1,1,3,19,19,0,3,1
1534,1,TIMED,60,59,2,NODE 1534
1,1,1,1,38,38,0,3,1
2,1,1,2,14,14,0,3,1
1536,1,TIMED,60,0,3,NODE 1536
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1537,1,TIMED,60,48,2,NODE 1537
1,1,1,1,30,30,0,3,1
2,1,1,2,22,22,0,3,1
1538,1,TIMED,60,34,3,NODE 1538
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1541,1,TIMED,60,13,3,NODE 1541
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1546,1,TIMED,60,21,3,NODE 1546
1,1,1,1,22,22,0,3,1
2,1,1,2,15,15,0,0,0
3,1,1,3,15,15,0,3,1
1547,1,TIMED,60,27,3,NODE 1547
1,1,1,1,22,22,0,3,1
2,1,1,2,15,15,0,0,0
3,1,1,3,15,15,0,3,1
1548,1,TIMED,60,15,3,NODE 1548
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1553,1,TIMED,60,13,2,NODE 1553
1,1,1,1,28,28,0,0,0
2,1,1,2,28,28,0,3,1
1554,1,TIMED,60,24,3,NODE 1554
1,1,1,1,5,5,0,3,1
2,1,1,2,23,23,0,0,0
3,1,1,3,24,24,0,3,1
1558,1,TIMED,60,18,3,NODE 1558
1,1,1,1,28,28,0,3,1
2,1,1,2,7,7,0,0,0
3,1,1,3,17,17,0,3,1
1561,1,TIMED,60,45,2,NODE 1561
1,1,1,1,28,28,0,0,0
2,1,1,2,28,28,0,3,1
1563,1,TIMED,60,59,4,NODE 1563
1,1,1,1,10,10,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,10,10,0,0,0
4,1,1,4,21,21,0,3,1
1570,1,TIMED,60,59,3,NODE 1570
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1572,1,TIMED,60,24,3,NODE 1572
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
1574,1,TIMED,60,37,3,NODE 1574
1,1,1,1,14,14,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,24,24,0,3,1
1576,1,TIMED,60,43,2,NODE 1576
1,1,1,1,22,22,0,3,1
2,1,1,2,30,30,0,3,1
1577,1,TIMED,60,42,3,NODE 1577
1,1,1,1,15,15,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,7,7,0,3,1
1579,1,TIMED,60,13,2,NODE 1579
1,1,1,1,23,23,0,3,1
2,1,1,2,29,29,0,3,1
1580,1,TIMED,60,44,2,NODE 1580
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
1583,1,TIMED,60,44,3,NODE 1583
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1585,1,TIMED,60,23,3,NODE 1585
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1587,1,TIMED,60,12,3,NODE 1587
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1589,1,TIMED,60,40,3,NODE 1589
1,1,1,1,28,28,0,3,1
2,1,1,2,8,8,0,0,0
3,1,1,3,16,16,0,3,1
1592,1,TIMED,60,33,3,NODE 1592
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1593,1,TIMED,60,9,3,NODE 1593
1,1,1,1,19,19,0,0,0
2,1,1,2,19,19,0,3,1
3,1,1,3,14,14,0,3,1
1595,1,TIMED,60,23,3,NODE 1595
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1602,1,TIMED,60,6,3,NODE 1602
1,1,1,1,12,12,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,25,25,0,3,1
1606,1,TIMED,60,15,2,NODE 1606
1,1,1,1,16,16,0,3,1
2,1,1,2,36,36,0,3,1
1608,1,TIMED,60,28,3,NODE 1608
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1609,1,TIMED,60,0,3,NODE 1609
1,1,1,1,24,24,0,0,0
2,1,1,2,23,23,0,3,1
3,1,1,3,5,5,0,3,1
1612,1,TIMED,60,10,3,NODE 1612
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
1613,1,TIMED,60,34,2,NODE 1613
1,1,1,1,9,9,0,3,1
2,1,1,2,43,43,0,3,1
1614,1,TIMED,60,32,3,NODE 1614
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1621,1,TIMED,60,16,4,NODE 1621
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1622,1,TIMED,60,31,3,NODE 1622
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1623,1,TIMED,60,14,2,NODE 1623
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
1625,1,TIMED,60,51,3,NODE 1625
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1626,1,TIMED,60,11,3,NODE 1626
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1627,1,TIMED,60,36,3,NODE 1627
1,1,1,1,15,15,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,7,7,0,3,1
1631,1,TIMED,60,36,4,NODE 1631
1,1,1,1,9,9,0,0,0
2,1,1,2,8,8,0,3,1
3,1,1,3,18,18,0,0,0
4,1,1,4,17,17,0,3,1
1633,1,TIMED,60,54,3,NODE 1633
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1634,1,TIMED,60,23,2,NODE 1634
1,1,1,1,16,16,0,3,1
2,1,1,2,36,36,0,3,1
1636,1,TIMED,60,45,3,NODE 1636
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1641,1,TIMED,60,47,3,NODE 1641
1,1,1,1,14,14,0,3,1
2,1,1,2,19,19,0,0,0
3,1,1,3,19,19,0,3,1
1642,1,TIMED,60,7,3,NODE 1642
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1644,1,TIMED,60,30,3,NODE 1644
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1645,1,TIMED,60,13,2,NODE 1645
1,1,1,1,28,28,0,0,0
2,1,1,2,28,28,0,3,1
1648,1,TIMED,60,18,4,NODE 1648
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1652,1,TIMED,60,12,3,NODE 1652
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
1654,1,TIMED,60,27,4,NODE 1654
1,1,1,1,9,9,0,0,0
2,1,1,2,17,17,0,3,1
3,1,1,3,17,17,0,0,0
4,1,1,4,9,9,0,3,1
1657,1,TIMED,60,44,3,NODE 1657
1,1,1,1,22,22,0,3,1
2,1,1,2,15,15,0,0,0
3,1,1,3,15,15,0,3,1
1658,1,TIMED,60,42,3,NODE 1658
1,1,1,1,28,28,0,3,1
2,1,1,2,8,8,0,0,0
3,1,1,3,16,16,0,3,1
1659,1,TIMED,60,14,4,NODE 1659
1,1,1,1,10,10,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,10,10,0,0,0
4,1,1,4,21,21,0,3,1
1660,1,TIMED,60,41,2,NODE 1660
1,1,1,1,16,16,0,3,1
2,1,1,2,36,36,0,3,1
1662,1,TIMED,60,41,4,NODE 1662
1,1,1,1,5,5,0,3,1
2,1,1,2,23,23,0,3,1
3,1,1,3,10,10,0,0,0
4,1,1,4,10,10,0,3,1
1664,1,TIMED,60,6,2,NODE 1664
1,1,1,1,12,12,0,3,1
2,1,1,2,40,40,0,3,1
1667,1,TIMED,60,52,3,NODE 1667
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1673,1,TIMED,60,22,3,NODE 1673
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1675,1,TIMED,60,20,2,NODE 1675
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
1676,1,TIMED,60,53,3,NODE 1676
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1677,1,TIMED,60,44,3,NODE 1677
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1679,1,TIMED,60,43,4,NODE 1679
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1681,1,TIMED,60,40,3,NODE 1681
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1683,1,TIMED,60,31,3,NODE 1683
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1685,1,TIMED,60,22,4,NODE 1685
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1687,1,TIMED,60,35,3,NODE 1687
1,1,1,1,31,31,0,3,1
2,1,1,2,14,14,0,0,0
3,1,1,3,7,7,0,3,1
1688,1,TIMED,60,30,3,NODE 1688
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
1689,1,TIMED,60,37,3,NODE 1689
1,1,1,1,31,31,0,3,1
2,1,1,2,7,7,0,0,0
3,1,1,3,14,14,0,3,1
1690,1,TIMED,60,22,3,NODE 1690
1,1,1,1,9,9,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,33,33,0,3,1
1696,1,TIMED,60,53,2,NODE 1696
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
1697,1,TIMED,60,48,2,NODE 1697
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1700,1,TIMED,60,46,3,NODE 1700
1,1,1,1,15,15,0,0,0
2,1,1,2,30,30,0,3,1
3,1,1,3,7,7,0,3,1
1703,1,TIMED,60,52,3,NODE 1703
1,1,1,1,33,33,0,3,1
2,1,1,2,10,10,0,3,1
3,1,1,3,5,5,0,3,1
1710,1,TIMED,60,52,3,NODE 1710
1,1,1,1,8,8,0,0,0
2,1,1,2,16,16,0,3,1
3,1,1,3,28,28,0,3,1
1715,1,TIMED,60,2,3,NODE 1715
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1716,1,TIMED,60,50,4,NODE 1716
1,1,1,1,10,10,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,10,10,0,0,0
4,1,1,4,21,21,0,3,1
1717,1,TIMED,60,45,4,NODE 1717
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1721,1,TIMED,60,58,3,NODE 1721
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1722,1,TIMED,60,36,4,NODE 1722
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1723,1,TIMED,60,17,4,NODE 1723
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1725,1,TIMED,60,19,3,NODE 1725
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1726,1,TIMED,60,44,4,NODE 1726
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1730,1,TIMED,60,20,3,NODE 1730
1,1,1,1,7,7,0,0,0
2,1,1,2,14,14,0,3,1
3,1,1,3,31,31,0,3,1
1731,1,TIMED,60,34,3,NODE 1731
1,1,1,1,14,14,0,3,1
2,1,1,2,19,19,0,0,0
3,1,1,3,19,19,0,3,1
1732,1,TIMED,60,28,2,NODE 1732
1,1,1,1,15,15,0,3,1
2,1,1,2,37,37,0,3,1
1735,1,TIMED,60,17,2,NODE 1735
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
1738,1,TIMED,60,58,3,NODE 1738
1,1,1,1,17,17,0,3,1
2,1,1,2,18,18,0,0,0
3,1,1,3,17,17,0,3,1
1739,1,TIMED,60,37,3,NODE 1739
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1740,1,TIMED,60,37,4,NODE 1740
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1743,1,TIMED,60,13,2,NODE 1743
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
1744,1,TIMED,60,7,3,NODE 1744
1,1,1,1,29,29,0,3,1
2,1,1,2,11,11,0,0,0
3,1,1,3,12,12,0,3,1
1745,1,TIMED,60,59,4,NODE 1745
1,1,1,1,9,9,0,3,1
2,1,1,2,17,17,0,0,0
3,1,1,3,17,17,0,3,1
4,1,1,4,5,5,0,3,1
1746,1,TIMED,60,3,2,NODE 1746
1,1,1,1,33,33,0,3,1
2,1,1,2,19,19,0,3,1
1747,1,TIMED,60,25,3,NODE 1747
1,1,1,1,21,21,0,3,1
2,1,1,2,13,13,0,0,0
3,1,1,3,18,18,0,3,1
1749,1,TIMED,60,0,4,NODE 1749
1,1,1,1,17,17,0,0,0
2,1,1,2,18,18,0,3,1
3,1,1,3,8,8,0,0,0
4,1,1,4,9,9,0,3,1
1751,1,TIMED,60,47,2,NODE 1751
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1752,1,TIMED,60,13,2,NODE 1752
1,1,1,1,32,32,0,3,1
2,1,1,2,20,20,0,3,1
1754,1,TIMED,60,36,2,NODE 1754
1,1,1,1,24,24,0,3,1
2,1,1,2,28,28,0,3,1
1755,1,TIMED,60,38,2,NODE 1755
1,1,1,1,10,10,0,3,1
2,1,1,2,42,42,0,3,1
1757,1,TIMED,60,41,3,NODE 1757
1,1,1,1,19,19,0,0,0
2,1,1,2,19,19,0,3,1
3,1,1,3,14,14,0,3,1
1761,1,TIMED,60,21,4,NODE 1761
1,1,1,1,9,9,0,0,0
2,1,1,2,17,17,0,3,1
3,1,1,3,9,9,0,0,0
4,1,1,4,17,17,0,3,1
1765,1,TIMED,60,31,2,NODE 1765
1,1,1,1,26,26,0,3,1
2,1,1,2,26,26,0,3,1
1766,1,TIMED,60,40,3,NODE 1766
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1768,1,TIMED,60,21,3,NODE 1768
1,1,1,1,5,5,0,3,1
2,1,1,2,38,38,0,3,1
3,1,1,3,5,5,0,3,1
1771,1,TIMED,60,2,2,NODE 1771
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
1777,1,TIMED,60,33,2,NODE 1777
1,1,1,1,31,31,0,3,1
2,1,1,2,21,21,0,3,1
1778,1,TIMED,60,7,2,NODE 1778
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
1779,1,TIMED,60,21,3,NODE 1779
1,1,1,1,12,12,0,0,0
2,1,1,2,19,19,0,3,1
3,1,1,3,21,21,0,3,1
1780,1,TIMED,60,34,3,NODE 1780
1,1,1,1,19,19,0,3,1
2,1,1,2,13,13,0,0,0
3,1,1,3,20,20,0,3,1
1781,1,TIMED,60,46,3,NODE 1781
1,1,1,1,13,13,0,3,1
2,1,1,2,9,9,0,0,0
3,1,1,3,30,30,0,3,1
1782,1,TIMED,60,0,2,NODE 1782
1,1,1,1,13,13,0,3,1
2,1,1,2,39,39,0,3,1
1785,1,TIMED,60,28,3,NODE 1785
1,1,1,1,23,23,0,3,1
2,1,1,2,12,12,0,0,0
3,1,1,3,17,17,0,3,1
1787,1,TIMED,60,43,2,NODE 1787
1,1,1,1,35,35,0,3,1
2,1,1,2,17,17,0,3,1
1790,1,TIMED,60,27,3,NODE 1790
1,1,1,1,5,5,0,0,0
2,1,1,2,5,5,0,3,1
3,1,1,3,42,42,0,3,1
1792,1,TIMED,60,0,3,NODE 1792
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1793,1,TIMED,60,0,3,NODE 1793
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1794,1,TIMED,60,7,2,NODE 1794
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
1795,1,TIMED,60,36,2,NODE 1795
1,1,1,1,5,5,0,3,1
2,1,1,2,47,47,0,3,1
1797,1,TIMED,60,55,3,NODE 1797
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1800,1,TIMED,60,20,3,NODE 1800
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1801,1,TIMED,60,14,3,NODE 1801
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1803,1,TIMED,60,5,3,NODE 1803
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1810,1,TIMED,60,46,3,NODE 1810
1,1,1,1,5,5,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,37,37,0,3,1
1815,1,TIMED,60,5,2,NODE 1815
1,1,1,1,11,11,0,3,1
2,1,1,2,41,41,0,3,1
1829,1,TIMED,60,52,3,NODE 1829
1,1,1,1,42,42,0,3,1
2,1,1,2,5,5,0,0,0
3,1,1,3,5,5,0,3,1
1836,1,TIMED,60,33,2,NODE 1836
1,1,1,1,47,47,0,3,1
2,1,1,2,5,5,0,3,1
1839,1,TIMED,60,9,3,NODE 1839
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1842,1,TIMED,60,45,4,NODE 1842
1,1,1,1,10,10,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,11,11,0,0,0
4,1,1,4,10,10,0,3,1
1848,1,TIMED,60,3,3,NODE 1848
1,1,1,1,42,42,0,3,1
2,1,1,2,5,5,0,0,0
3,1,1,3,5,5,0,3,1
1849,1,TIMED,60,29,3,NODE 1849
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1852,1,TIMED,60,33,3,NODE 1852
1,1,1,1,5,5,0,0,0
2,1,1,2,10,10,0,3,1
3,1,1,3,37,37,0,3,1
1853,1,TIMED,60,9,3,NODE 1853
1,1,1,1,5,5,0,0,0
2,1,1,2,5,5,0,3,1
3,1,1,3,42,42,0,3,1
1862,1,TIMED,60,37,3,NODE 1862
1,1,1,1,21,21,0,0,0
2,1,1,2,21,21,0,3,1
3,1,1,3,10,10,0,3,1
1865,1,TIMED,60,0,3,NODE 1865
1,1,1,1,10,10,0,3,1
2,1,1,2,21,21,0,0,0
3,1,1,3,21,21,0,3,1
1866,1,TIMED,60,5,3,NODE 1866
1,1,1,1,12,12,0,0,0
2,1,1,2,11,11,0,3,1
3,1,1,3,29,29,0,3,1
1872,1,TIMED,60,52,2,NODE 1872
1,1,1,1,28,28,0,3,1
2,1,1,2,24,24,0,3,1
1878,1,TIMED,60,41,2,NODE 1878
1,1,1,1,17,17,0,3,1
2,1,1,2,35,35,0,3,1
1879,1,TIMED,60,1,3,NODE 1879
1,1,1,1,5,5,0,3,1
2,1,1,2,19,19,0,3,1
3,1,1,3,24,24,0,3,1
1884,1,TIMED,60,6,3,NODE 1884
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1885,1,TIMED,60,53,4,NODE 1885
1,1,1,1,13,13,0,0,0
2,1,1,2,13,13,0,3,1
3,1,1,3,13,13,0,0,0
4,1,1,4,13,13,0,3,1
1887,1,TIMED,60,48,3,NODE 1887
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
3,1,1,3,22,22,0,3,1
1889,1,TIMED,60,26,2,NODE 1889
1,1,1,1,21,21,0,3,1
2,1,1,2,31,31,0,3,1
1891,1,TIMED,60,44,3,NODE 1891
1,1,1,1,15,15,0,0,0
2,1,1,2,15,15,0,3,1
